60
60
60
53,92
54,26
54,26
54,26
54,23
54,4
54,38
53,95
53,7
53,7
53,7
53,52
53,03
53,23
53,47
54,03
54,03
54,03
54,12
54,02
53,62
54
53,64
53,64
53,64
53,73
53,56
53,18
53,51
53,27
53,27
53,27
53,77
54,09
53,93
53,69
54,06
54,06
54,06
54,13
53,89
53,58
53,58
54,38
54,38
54,38
54,48
54,19
54,21
54,17
53,51
53,51
53,51
53,47
52,78
52,63
53,14
53,21
53,21
53,21
53,39
53,25
53,51
54,14
53,8
53,8
53,8
53,09
53,41
53,67
53,98
54,03
54,03
54,03
54,05
54,15
54,03
53,74
53,31
53,31
53,31
53,59
53,07
52,53
52,15
52,46
52,46
52,46
51,88
52,46
52,42
52,48
52,46
52,46
52,46
52,02
52,17
52,02
51,78
52
52
52
52
51,49
51,15
50,86
50,37
50,37
50,37
51,19
51,57
52,06
52,13
52,12
52,12
52,12
52,05
52,16
52,2
52,75
52,54
52,54
52,54
52,92
53,12
53,28
53,48
53,47
53,47
53,47
53,17
52,9
52,99
52,86
52,98
52,98
52,98
52,94
53,3
53,63
54,38
54,88
54,88
54,88
54,85
55,06
54,94
55,22
55,33
55,33
55,33
55,29
55,4
55,26
54,99
54,99
54,99
54,99
54,99
55,01
55,21
54,97
54,92
54,92
54,92
55,09
55,3
55,19
55,02
54,96
54,96
54,96
54,85
55,06
55,43
55,27
55,54
55,54
55,54
55,38
55,49
54,4
54,37
54,48
54,48
54,48
54,51
54,71
54,8
54,87
54,55
54,55
54,55
54,18
54,02
54,25
54,27
54,03
54,03
54,03
53,88
54,36
54,59
54,76
55
55
55
55,39
55,4
55,43
55,45
55,25
55,25
55,25
55,3
55,66
55,67
55,89
55,66
55,66
55,66
55,66
55,79
56,35
56,64
56,55
56,55
56,55
56,31
56,29
56,24
56,27
56,12
56,12
56,12
56,32
56
56,16
56,57
56,74
56,74
56,74
56,52
56,04
56,04
56,32
56
56
56
55,86
56,31
56,56
56,86
56,99
56,99
56,99
56,58
56,79
56,87
56,96
57,07
57,07
57,07
56,78
56,81
56,63
56,4
56,4
56,4
56,4
56,4
55,76
55,8
56,02
56,09
56,09
56,09
56,9
56,75
56,88
56,58
56,31
56,31
56,31
56,31
56,43
56,26
56,38
56,89
56,89
56,89
56,89
56,98
57,24
56,86
56,93
56,93
56,93
57,13
57,31
56,77
56,34
56,73
56,73
56,73
56,63
57
56,79
56,85
56,67
56,67
56,67
56,83
56,68
56,51
56,74
56,56
56,56
56,56
56,75
56,62
56,67
56,89
57,02
57,02
57,02
56,89
56,98
56,61
56,19
56,45
56,45
56,45
56,85
56,4
56,14
56,13
56,21
56,21
56,21
56,47
55,95
56,4
55,93
55,84
55,84
55,84
56,82
56,78
56,35
56,04
56,03
56,03
56,03
56,23
56,15
56,83
57,24
57,14
57,14
57,14
57,14
56,73
57,15
56,8
56,25
56,25
56,25
56,03
56,53
56,35
56,66
56,39
56,39
56,39
56,2
56,53
56,32
56,36
56,93
56,93
56,93
56,98
57,1
56,72
56,44
55,72
55,72
55,72
56,31
56,32
56,69
56,28
56,08
56,08
56,08
55,83
56,28
56,21
56,42
56,31
56,31
56,31
56,02
55,65
56,11
56,28
56,6
56,6
56,6
56,33
56,2
56,2
56,52
56,22
56,22
56,22
56,98
57,36
57,39
57,03
56,93
56,93
56,93
56,87
57,03
57,21
56,95
56,95
56,95
56,95
57,16
57,08
57,57
57,2
57,51
57,51
57,51
57,78
57,66
56,81
57,36
57,37
57,37
57,37
57,49
57,35
57,64
57,51
57,61
57,61
57,61
57,49
57,46
57,56
57,57
57,81
57,81
57,81
57,84
57,95
57,17
57,99
57,98
57,98
57,98
58,35
58,75
59,24
58,75
58,3
58,3
58,3
58,5
58,17
58,08
57,97
57,59
57,59
57,59
57,31
56,86
56,84
57,06
57,07
57,07
57,07
57,27
57,49
57,44
57,43
57,3
57,3
57,3
57,54
57,99
58,38
58,29
58,03
58,03
58,03
58,58
58,39
58,18
58,38
58,71
58,71
58,71
58,76
59
58,55
58,66
59
59
59
59,57
59,22
59,34
59,79
59,7
59,7
59,7
59,7
59,87
59,87
59,56
59,27
59,27
59,27
59,27
59,59
59,84
60,44
60,9
60,9
60,9
61,43
61,5
61,38
61,78
61,68
61,68
61,68
61,55
61,56
61,74
61,49
61,52
61,52
61,52
61,91
61,83
61,32
61,16
61,43
61,43
61,43
61,45
60,39
60,18
60,01
59,07
59,07
59,07
57,87
57,1
57,89
56,45
56,15
56,15
56,15
56,74
56,31
56,73
57,03
57,65
57,65
57,65
57,46
57,42
57,25
57,39
58,02
58,02
58,02
58,46
58,39
57,93
57,34
56,36
56,36
56,36
56,55
56,63
56,57
56,94
57,35
57,35
57,35
57,72
57,2
56,97
57,09
57,49
57,49
57,49
56,53
56,78
56,91
55,88
55,17
55,17
55,17
55,38
55,49
55,75
56,39
56,39
56,39
56,39
56,39
56,21
56,3
57,27
56,73
56,73
56,73
56,74
57,48
57,4
58,06
58,13
58,13
58,13
58,06
58,55
58,61
58,56
58,59
58,59
58,59
58,88
58,79
58,65
59,29
59,06
59,06
59,06
59,15
59,15
59,47
58,95
59,44
59,44
59,44
59,89
59,96
60,37
60,31
60,41
60,41
60,41
60,52
60,56
60,65
61,11
60,86
60,86
60,86
60,85
61,1
60,5
60
59,67
59,67
59,67
59,45
58,83
59,16
58,69
59,48
59,48
59,48
59,62
59,49
59,88
59,99
59,86
59,86
59,86
60,19
60,29
60,05
60,95
60,68
60,68
60,68
60,34
59,99
60,1
59,17
59,78
59,78
59,78
58,58
58,64
59,15
59,22
58,99
58,99
58,99
58,92
59,35
59,59
60,08
60,37
60,37
60,37
60,61
60,54
59,91
60,02
59,87
59,87
59,87
59,41
59,48
59,54
59,44
58,99
58,99
58,99
59,23
59,36
59,16
59,83
59,43
59,43
59,43
59,53
59,7
59,33
58,91
59,57
59,57
59,57
59,51
59,7
59,45
59,49
59,03
59,03
59,03
58,65
58,58
57,72
58,41
58,16
58,16
58,16
58,35
58,34
58,16
57,85
57,76
57,76
57,76
57,97
57,96
58,11
57,72
57,53
57,53
57,53
57,58
57,39
57,15
56,83
56,68
56,68
56,68
56,83
56,95
57,22
57,15
57,4
57,4
57,4
57,46
57,78
58,01
58,37
58,41
58,41
58,41
58,07
57,72
57,71
57,99
57,81
57,81
57,81
57,84
58,16
58,47
58,28
57,95
57,95
57,95
57,82
57,84
57,33
55,69
55,74
55,74
55,74
55,87
56,54
56,15
55,98
55,88
55,88
55,88
55,79
55,34
54,84
55,45
54,84
54,84
54,84
55,11
55,65
56,1
56,94
56,61
56,61
56,61
57
56,98
57,69
57,88
57,76
57,76
57,76
57,66
57,76
57,44
57,29
57
57
57
56,85
56,05
56,45
56,01
55,9
55,9
55,9
56,71
57,02
57,09
56,89
57,34
57,34
57,34
57,6
56,59
56,59
55,15
54,72
54,72
54,72
53,98
54,42
54,98
55,19
54,75
54,75
54,75
54,17
53,53
53,26
52,48
52,03
52,03
52,03
51,18
51,18
52,1
51,35
51,84
51,84
51,84
51,85
51,85
52,16
51,77
53,2
53,2
53,2
53,29
53,54
53,49
53,9
53,95
53,95
53,95
53,7
54,08
54,27
54,57
55,4
55,4
55,4
55,24
54,96
55,24
55,6
55,43
55,43
55,43
55,07
55,29
55,44
55,75
55,95
55,95
55,95
55,86
56,35
56,35
55,56
55,28
55,28
55,28
55,65
55,95
56
55,6
56,52
56,52
56,52
56,54
56,57
56,91
56,98
56,54
56,54
56,54
56,59
56,37
56,25
56,1
56,21
56,21
56,21
56,18
56,21
55,95
56,044303
55,54271561
55,54271561
55,54271561
56,029246
56,01325986
56,32779201
56,45943
56,90167119
56,90167119
56,90167119
57,170052
57,441599
56,887835
57,156236
56,316893
56,316893
56,316893
55,989644
56,203585
56,386655
55,834015
56,12328
56,12328
56,12328
56,774454
56,803304
57,321165
57,618238
57,552595
57,552595
57,552595
57,315071
56,903657
57,076524
57,069276
57,095193
57,095193
57,095193
57,248546
57,474557
57,75943
57,951091
57,951091
57,951091
57,951091
57,932325
57,998962
57,723269
57,723926
57,445906
57,445906
57,445906
57,367871
57,412243
57,412243
57,412243
57,260562
57,260562
57,260562
56,764615
56,230313
55,87091
54,986642
55,03295
55,03295
55,03295
53,852322
54,107715
54,278665
54,624527
54,505562
54,505562
54,505562
54,137172
54,5738
54,321206
53,459099
53,756748
53,756748
53,756748
54,142085
53,613471
53,371248
53,289999
52,638199
52,638199
52,638199
52,721912
53,7607
53,8888
53,841305
54,24469
54,24469
54,24469
54,491243
54,67101
54,389299
54,463906
54,344077
54,344077
54,344077
54,227009
55,232502
55,165853
55,237598
55,312077
55,312077
55,312077
54,991591
54,79814
55,017736
54,874269
55,125357
55,125357
55,125357
55,535769
55,84129
56,127397
56,170461
56,17891
56,17891
56,17891
55,937125
55,889331
55,846889
55,806301
56,034478
56,034478
56,034478
55,976798
55,804909
55,58938
55,696134
55,837026
55,837026
55,837026
55,939388
56,544962
56,908208
56,439755
56,661283
56,661283
56,661283
56,836053
56,133797
56,003282
55,795313
54,906108
54,906108
54,906108
53,648919
53,391994
53,279504
53,765121
52,88823
52,88823
52,88823
52,533326
52,954974
51,828043
51,566527
52,281766
52,281766
52,281766
52,942311
52,42991
52,894842
52,758066
51,855539
51,855539
51,855539
52,21553
52,201767
52,427614
52,900166
53,205672
53,205672
53,205672
53,389872
53,298222
53,814576
54,256731
54,3696
54,3696
54,3696
54,65765192
55,27807889
55,52127303
55,55035187
55,70616727
55,70616727
55,70616727
55,65349932
55,33850655
55,41647193
55,62156929
55,591971
55,591971
55,591971
55,373155
55,109826
55,194064
55,204321
55,28953
55,28953
55,28953
55,702605
55,130406
53,902157
53,844997
54,28641
54,28641
54,28641
54,561439
53,898143
53,499389
54,552033
55,3965
55,3965
55,3965
55,239425
55,751454
55,620071
55,552496
55,113135
55,113135
55,113135
55,448802
55,671874
55,872328
56,013513
56,426067
56,426067
56,426067
56,532233
56,374752
56,054438
56,048831
56,400664
56,400664
56,400664
57,172166
57,243749
57,104432
57,449918
57,561622
57,561622
57,561622
57,351021
57,576629
57,241107
56,59815
56,657729
56,657729
56,657729
56,541068
56,444291
56,149351
56,049929
56,350114
56,350114
56,350114
56,921007
56,601753
56,928694
56,799705
56,636684
56,636684
56,636684
55,834284
55,365494
55,867237
55,67594
56,243997
56,243997
56,243997
56,134731
56,039957
56,163556
56,466049
56,64209128
56,64209128
56,64209128
56,95381408
56,95948694
56,95821601
57,04016917
57,52238255
57,52238255
57,52238255
57,386283
57,376221
57,376221
57,405877
57,300278
57,300278
57,300278
56,795356
56,674995
56,674995
57,150784
56,861815
56,861815
56,861815
56,665711
56,691196
56,736268
56,912689
56,963667
56,963667
56,963667
56,98593
57,287963
57,493081
57,635717
57,7954
57,7954
57,7954
57,90426
57,777263
57,921673
57,933348
58,418513
58,418513
58,418513
57,288356
57,690755
57,678523
57,29881
57,29881
